index,Date Taken (America/New_York),Time Taken (America/New_York),Time Spent,Current_Role,Did you switch careers into Data?,Current Salary(USD),Industry,Programming_Language,Happiness_Index(Salary),Happiness_Index(Work/Life Balance),Happiness_Index(Coworkers),Happiness_Index(Management),Happiness_Index(Upward Mobility),Happiness_Index(Learning New Things),How difficult was it for you to break into Data?,"If you were to look for a new job today, what would be the most important thing to you?",Gender,Country,Education,Ethnicity,Salary,Age_group
553,6/14/2022,6:43,0:01:05,Data Analyst,Yes,0-40k,Healthcare,Excel,Happy,Very happy,Somewhat happy,Very happy,Very happy,9.0,Difficult,Better Salary,Female,United Kingdom,Bachelors,White or Caucasian,20.0,21-25
554,6/14/2022,6:53,0:01:34,Data Analyst,No,41k-65k,Finance,Python,Neutral,Very happy,Very happy,Very happy,Somewhat happy,5.0,Easy,Better Salary,Male,Germany,Bachelors,White or Caucasian,53.0,21-25
555,6/14/2022,9:35,0:01:36,Data Architect,No,86k-105k,Energy,Python,Somewhat happy,Very unhappy,Somewhat unhappy,Very unhappy,Neutral,5.0,Difficult,Good Work/Life Balance,Male,Canada,High School,White or Caucasian,95.5,31-35
556,6/14/2022,10:41,0:00:53,Data Analyst,Yes,0-40k,Retails,Python,Extremely unhappy,Extremely unhappy,Extremely unhappy,Extremely unhappy,Extremely unhappy,0.0,Very Difficult,Better Salary,Male,Asia,Bachelors,Asian or Asian American,20.0,21-25
557,6/14/2022,12:27,0:02:07,Student/Looking/None,No,0-40k,Tech,R,Neutral,Very happy,Very happy,Happy,Happy,6.0,Neither easy nor difficult,Better Salary,Male,India,Bachelors,Asian or Asian American,20.0,21-25
558,6/14/2022,13:04,0:02:07,Data Analyst,No,0-40k,Tech,Python,Somewhat unhappy,Neutral,Neutral,Neutral,Unhappy,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,India,Bachelors,Asian or Asian American,20.0,21-25
559,6/14/2022,14:02,0:01:56,Ads Operations,Yes,41k-65k,Digital Marketing ,SQL,Happy,Very happy,Very happy,Very happy,Very happy,6.0,Neither easy nor difficult,Remote too,Male,India,Bachelors,Asian or Asian American,53.0,21-25
560,6/14/2022,16:49,0:01:35,Data Analyst,No,86k-105k,Healthcare,Python,Extremely happy,Overjoyed,Extremely happy,Extremely happy,Extremely happy,9.0,Difficult,Better Salary,Male,United States,High School,White or Caucasian,95.5,36-40
561,6/14/2022,17:26,0:02:02,Data Analyst,No,41k-65k,Homelessness,C/C++,Somewhat happy,Happy,Happy,Unhappy,Extremely unhappy,4.0,Neither easy nor difficult,Better Salary,Male,United States,Bachelors,Hispanic or Latino,53.0,26-30
562,6/14/2022,17:33,0:03:16,Data Analyst,Yes,0-40k,Tech,Python,Very unhappy,Very happy,Somewhat happy,Somewhat happy,Neutral,4.0,Difficult,Better Salary,Male,India,Bachelors,Asian,20.0,26-30
563,6/14/2022,17:49,0:01:44,Data Analyst,Yes,0-40k,Healthcare,R,Somewhat unhappy,Happy,Happy,Neutral,Happy,3.0,Very Easy,Better Salary,Female,United Kingdom,Masters,Black or African American,20.0,26-30
564,6/14/2022,23:30,0:01:02,Student/Looking/None,Yes,0-40k,Telecommunication,Python,Extremely unhappy,Somewhat unhappy,Somewhat unhappy,Neutral,Somewhat happy,5.0,Difficult,Good Work/Life Balance,Female,India,Masters,Asian or Asian American,20.0,26-30
565,6/15/2022,0:30,0:02:43,Data Engineer,No,41k-65k,Construction,Python,Happy,Extremely happy,Extremely happy,Somewhat happy,Somewhat happy,5.0,Neither easy nor difficult,Better Salary,Male,Netherlands,Masters,White or Caucasian,53.0,26-30
566,6/15/2022,0:33,0:01:26,Data Analyst,Yes,66k-85k,Education,SQL,Somewhat happy,Overjoyed,Very happy,Overjoyed,Extremely happy,9.0,Neither easy nor difficult,Better Salary,Male,Australia,Bachelors,Asian or Asian American,75.5,26-30
567,6/15/2022,0:38,0:01:24,Data Analyst,Yes,0-40k,Retail ,None,Unhappy,Extremely unhappy,Somewhat happy,Somewhat unhappy,Extremely unhappy,3.0,Very Difficult,Remote Work,Male,Nigeria,Bachelors,Black or African American,20.0,26-30
568,6/15/2022,4:07,0:02:08,Data Analyst,No,66k-85k,Education,Python,Somewhat unhappy,Somewhat unhappy,Somewhat happy,Somewhat unhappy,Somewhat unhappy,4.0,Neither easy nor difficult,Good Work/Life Balance,Female,Nigeria,Masters,Black or African American,75.5,36-40
569,6/15/2022,6:59,0:01:56,Data Analyst,No,0-40k,Finance,Python,Unhappy,Happy,Somewhat happy,Somewhat happy,Happy,6.0,Easy,Good Culture,Male,Mexico,Bachelors,White or Caucasian,20.0,21-25
570,6/15/2022,7:54,0:01:32,Data Analyst,Yes,86k-105k,Energy,Python,Very happy,Extremely happy,Overjoyed,Overjoyed,Overjoyed,9.0,Difficult,Better Salary,Male,United States,Bachelors,Hispanic or Latino,95.5,31-35
571,6/15/2022,9:43,0:02:07,Data Analyst,No,0-40k,Tech,Python,Somewhat unhappy,Extremely happy,Extremely happy,Somewhat happy,Very happy,9.0,Easy,Better Salary,Male,Indonesia,Bachelors,Asian or Asian American,20.0,26-30
572,6/15/2022,10:43,0:01:06,Data Analyst,Yes,66k-85k,Tech,Python,Somewhat happy,Overjoyed,Very happy,Very happy,Extremely happy,9.0,Neither easy nor difficult,Better Salary,Female,Canada,Bachelors,Asian or Asian American,75.5,26-30
573,6/15/2022,11:20,0:01:23,Data Engineer,No,66k-85k,Education,Python,Ecstatic,Ecstatic,Ecstatic,Overjoyed,Overjoyed,10.0,Difficult,Remote Work,Male,Greece,Bachelors,White or Caucasian,75.5,21-25
574,6/15/2022,13:08,0:03:23,Data Scientist,Yes,125k-150k,Tech,Python,Somewhat happy,Somewhat unhappy,Very happy,Neutral,Somewhat happy,3.0,Easy,Collaboration ,Male,United States,Bachelors,Black or African American,137.5,31-35
575,6/15/2022,13:30,0:03:51,Power Bi Developer,Yes,41k-65k,Finance,DAX,Very happy,Ecstatic,Ecstatic,Ecstatic,Neutral,5.0,Neither easy nor difficult,Good Work/Life Balance,Female,Poland,Bachelors,Hispanic or Latino,53.0,31-35
576,6/15/2022,14:16,0:01:15,Student/Looking/None,No,0-40k,Construction,R,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,2.0,Difficult,Better Salary,Male,United States,Associates,Black or African American,20.0,21-25
577,6/15/2022,14:48,0:06:20,Data Engineer,Yes,0-40k,Tech,Python,Very happy,Somewhat unhappy,Somewhat unhappy,Unhappy,Somewhat happy,9.0,Difficult,Better Salary,Male,Argentina,Bachelors,Hispanic or Latino,20.0,26-30
578,6/15/2022,15:13,0:02:00,Data Analyst,Yes,41k-65k,Telecommunication,SQL,Neutral,Very happy,Somewhat happy,Happy,Neutral,6.0,Difficult,Better Salary,Female,Sweden,Masters,Black or African American,53.0,31-35
579,6/15/2022,15:34,0:02:24,Data Scientist,No,41k-65k,Tech,R,Somewhat happy,Very unhappy,Very happy,Very unhappy,Very unhappy,2.0,Neither easy nor difficult,Good Work/Life Balance,Male,Portugal,Masters,White or Caucasian,53.0,36-40
580,6/15/2022,15:37,0:01:49,Data Analyst,No,0-40k,Direct Marketing,Python,Extremely unhappy,Very happy,Very unhappy,Happy,Extremely unhappy,0.0,Easy,Better Salary,Male,United States,Bachelors,Black or African American,20.0,26-30
581,6/15/2022,15:39,0:01:03,Data Analyst,Yes,66k-85k,Tech,R,Neutral,Somewhat unhappy,Happy,Very happy,Neutral,7.0,Easy,Better Salary,Male,United States,Masters,Black or African American,75.5,26-30
582,6/15/2022,16:17,0:02:13,Data Analyst,Yes,0-40k,FMCG,Python,Very unhappy,Overjoyed,Somewhat happy,Somewhat happy,Very unhappy,1.0,Difficult,Better Salary,Male,Nigeria,Bachelors,African,20.0,26-30
583,6/15/2022,16:56,0:01:10,Data Analyst,Yes,0-40k,Taking bootcamp,Python,Extremely unhappy,Happy,Somewhat happy,Somewhat happy,Somewhat happy,6.0,Difficult,Remote Work,Male,United States,Bachelors,White or Caucasian,20.0,36-40
584,6/15/2022,18:04,0:02:35,Software Support,No,41k-65k,Tech,JavaScript,Very happy,Very happy,Somewhat happy,Somewhat happy,Extremely unhappy,0.0,Difficult,Good Culture,Male,Australia,Bachelors,Asian or Asian American,53.0,31-35
585,6/15/2022,18:24,0:02:20,Data Analyst,Yes,41k-65k,Tech,Python,Overjoyed,Very happy,Ecstatic,Ecstatic,Somewhat happy,8.0,Neither easy nor difficult,Better Salary,Male,Saudi Arabia,Bachelors,Arab,53.0,21-25
586,6/15/2022,22:29,0:02:50,Data Analyst,Yes,0-40k,Tech,Python,Happy,Very happy,Very happy,Very happy,Somewhat happy,6.0,Neither easy nor difficult,Better Salary,Male,Argentina,Associates,White or Caucasian,20.0,36-40
587,6/15/2022,22:29,0:06:15,Data Analyst,Yes,125k-150k,Finance,Python,Happy,Extremely happy,Very happy,Neutral,Neutral,2.0,Easy,Better Tech Stack,Male,Australia,Bachelors,Asian or Asian American,137.5,31-35
588,6/15/2022,22:43,0:01:38,Data Analyst,No,41k-65k,Space & Defense,Python,Somewhat happy,Happy,Ecstatic,Very happy,Somewhat unhappy,3.0,Neither easy nor difficult,Remote Work,Male,United States,Bachelors,Black or African American,53.0,26-30
589,6/15/2022,23:29,0:01:17,Data Analyst,Yes,66k-85k,Healthcare,SQL,Very happy,Very happy,Neutral,Very happy,Very happy,7.0,Difficult,Better Salary,Male,United States,High School,White or Caucasian,75.5,51-55
590,6/15/2022,23:50,0:01:50,Student/Looking/None,No,0-40k,Tech,Python,Extremely unhappy,Neutral,Neutral,Neutral,Neutral,,Difficult,Remote Work,Female,India,Bachelors,Asian or Asian American,20.0,15-20
591,6/16/2022,2:28,0:01:22,Student/Looking/None,Yes,0-40k,Finance,SQL,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,3.0,Neither easy nor difficult,Good Work/Life Balance,Male,India,Masters,Asian or Asian American,20.0,21-25
592,6/16/2022,4:50,0:01:42,Student/Looking/None,No,0-40k,Tech,Python,Very happy,Very happy,Unhappy,Unhappy,Very happy,9.0,Easy,Good Work/Life Balance,Male,India,Bachelors,Asian or Asian American,20.0,31-35
593,6/16/2022,5:30,0:01:17,Data Analyst,Yes,41k-65k,Tech,Python,Neutral,Extremely happy,Extremely happy,Extremely happy,Ecstatic,10.0,Very Easy,Remote Work,Male,United Kingdom,Masters,White or Caucasian,53.0,26-30
594,6/16/2022,6:00,0:12:16,Student/Looking/None,Yes,0-40k,Tech,Python,Extremely unhappy,Neutral,Unhappy,Extremely unhappy,Very unhappy,3.0,Neither easy nor difficult,Better Salary,Male,Niger,High School,Black or African American,20.0,31-35
595,6/16/2022,6:54,0:02:11,Student/Looking/None,Yes,0-40k,Automobile (cars),Python,Somewhat happy,Happy,Somewhat happy,Happy,Unhappy,1.0,Difficult,Remote Work,Male,France,Masters,African,20.0,21-25
596,6/16/2022,8:06,0:01:29,Data Analyst,Yes,66k-85k,Tech,R,Extremely happy,Ecstatic,Ecstatic,Ecstatic,Extremely happy,9.0,Neither easy nor difficult,Remote Work,Female,United States,Bachelors,Black or African American,75.5,36-40
597,6/16/2022,10:29,0:02:41,Data Analyst,No,0-40k,Logistics,Python,Happy,Overjoyed,Very happy,Very happy,Somewhat happy,8.0,Neither easy nor difficult,Good Work/Life Balance,Male,Malaysia,Bachelors,Asian,20.0,21-25
598,6/16/2022,13:38,0:01:20,Data Scientist,Yes,0-40k,Real Estate,Python,Unhappy,Somewhat unhappy,Neutral,Somewhat happy,Somewhat unhappy,6.0,Very Easy,Better Salary,Male,India,Bachelors,Asian or Asian American,20.0,31-35
599,6/16/2022,15:25,0:01:11,Data Analyst,Yes,41k-65k,Tech,Python,Somewhat unhappy,Happy,Happy,Happy,Somewhat happy,5.0,Neither easy nor difficult,Better Salary,Male,Canada,Bachelors,White or Caucasian,53.0,26-30
600,6/16/2022,16:00,0:02:14,Data Analyst,No,0-40k,Tech,R,Extremely unhappy,Happy,Somewhat unhappy,Extremely unhappy,Extremely unhappy,10.0,Neither easy nor difficult,Remote Work,Male,Algeria,Bachelors,White or Caucasian,20.0,15-20
601,6/16/2022,22:52,0:01:24,Investigation Specialist,No,0-40k,Ecommerce,Python,Very unhappy,Happy,Unhappy,Somewhat happy,Very unhappy,0.0,Neither easy nor difficult,Better Salary,Male,India,Bachelors,Indian,20.0,21-25
602,6/16/2022,22:59,0:03:50,Director,No,150k-225k,Finance,Other:I do analysis and create presentations based on datasets provided by others,Extremely happy,Ecstatic,Overjoyed,Ecstatic,Extremely happy,10.0,Very Easy,Good Culture,Female,United States,Masters,White or Caucasian,187.5,56-60
603,6/17/2022,14:03,0:01:38,Data Analyst,No,0-40k,Tech,Python,Unhappy,Unhappy,Somewhat happy,Happy,Happy,3.0,Neither easy nor difficult,Good Work/Life Balance,Male,Nigeria,Bachelors,Black or African American,20.0,21-25
604,6/17/2022,16:37,0:01:26,Data Analyst,No,86k-105k,Tech,Python,Neutral,Neutral,Neutral,Neutral,Somewhat unhappy,4.0,Neither easy nor difficult,Better Salary,Male,Ireland,Masters,Asian or Asian American,95.5,26-30
605,6/17/2022,17:22,0:02:06,Data Manager,No,41k-65k,Tech,Other,Neutral,Somewhat happy,Neutral,Somewhat happy,Somewhat happy,3.0,Easy,Good Culture,Female,United Kingdom,Bachelors,White or Caucasian,53.0,31-35
606,6/18/2022,0:48,0:01:32,Data Analyst,No,41k-65k,Agriculture,Python,Unhappy,Unhappy,Neutral,Somewhat happy,Very unhappy,1.0,Neither easy nor difficult,Better Salary,Male,United States,High School,Hispanic or Latino,53.0,21-25
607,6/18/2022,10:33,0:01:20,Data Analyst,No,86k-105k,Healthcare,Python,Very happy,Ecstatic,Ecstatic,Ecstatic,Very happy,8.0,Neither easy nor difficult,Remote Work,Female,United States,Masters,Asian or Asian American,95.5,31-35
608,6/18/2022,11:42,0:01:47,Student/Looking/None,No,66k-85k,Construction,Other,Somewhat happy,Somewhat happy,Very happy,Very happy,Overjoyed,10.0,Difficult,Better Salary,Female,United States,Bachelors,Asian or Asian American,75.5,21-25
609,6/18/2022,20:04,0:02:05,Analytics Engineer,Yes,41k-65k,Finance,Python,Extremely happy,Ecstatic,Ecstatic,Ecstatic,Ecstatic,10.0,Neither easy nor difficult,Better Salary,Male,Mexico,Bachelors,Hispanic or Latino,53.0,26-30
610,6/19/2022,4:40,0:01:20,Student/Looking/None,Yes,0-40k,Education,Python,Very happy,Extremely happy,Overjoyed,Extremely happy,Overjoyed,10.0,Difficult,Good Work/Life Balance,Male,Indonesia,Bachelors,Asian or Asian American,20.0,26-30
611,6/19/2022,7:25,0:01:52,Student/Looking/None,Yes,0-40k,"Interning in Sciences, Weather and Meteorological data",Python,Somewhat unhappy,Overjoyed,Overjoyed,Overjoyed,Overjoyed,9.0,Neither easy nor difficult,Better Salary,Male,India,High School,Asian or Asian American,20.0,15-20
612,6/19/2022,8:01,0:01:24,Data Analyst,Yes,0-40k,Education,Python,Extremely unhappy,Unhappy,Somewhat unhappy,Unhappy,Neutral,2.0,Neither easy nor difficult,Better Salary,Male,India,Bachelors,Asian or Asian American,20.0,21-25
613,6/19/2022,10:53,0:01:47,Data Analyst,No,106k-125k,Tech,Python,Extremely happy,Extremely happy,Overjoyed,Extremely happy,Very happy,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,United States,Masters,White or Caucasian,115.5,31-35
614,6/19/2022,12:04,0:01:40,Student/Looking/None,Yes,0-40k,Tech,Python,Unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat happy,Somewhat happy,9.0,Easy,Remote Work,Male,Nigeria,Bachelors,Black or African American,20.0,26-30
615,6/19/2022,12:50,0:03:57,Data Analyst,Yes,0-40k,Consulting,R,Somewhat unhappy,Overjoyed,Extremely happy,Extremely happy,Happy,6.0,Difficult,Better Salary,Male,India,Bachelors,Asian or Asian American,20.0,26-30
616,6/19/2022,13:57,0:02:21,Student/Looking/None,No,0-40k,Agriculture,SQL,Extremely unhappy,Extremely happy,Extremely happy,Extremely happy,Extremely happy,8.0,Neither easy nor difficult,Better Salary,Male,Uzbekistan,Bachelors,Asian or Asian American,20.0,21-25
617,6/19/2022,18:10,0:02:06,Data Analyst,Yes,0-40k,Tech,Python,Somewhat unhappy,Overjoyed,Overjoyed,Happy,Overjoyed,4.0,Easy,Better Salary,Male,Spain,Masters,White or Caucasian,20.0,21-25
618,6/21/2022,1:09,0:01:54,SAP Security Analyst,Yes,0-40k,Beverage and foods,Python,Somewhat unhappy,Happy,Very happy,Somewhat happy,Neutral,4.0,Neither easy nor difficult,Better Salary,Male,Mexico,Bachelors,Hispanic or Latino,20.0,26-30
619,6/21/2022,2:51,0:02:28,Data Analyst,No,41k-65k,Finance,SQL,Very happy,Somewhat happy,Neutral,Happy,Neutral,5.0,Easy,Good Work/Life Balance,Female,Portugal,Masters,White or Caucasian,53.0,36-40
620,6/21/2022,15:34,0:03:25,BI Manager,No,106k-125k,Transportation,Python,Somewhat unhappy,Unhappy,Somewhat happy,Somewhat unhappy,Somewhat unhappy,4.0,Neither easy nor difficult,Better Salary,Male,United States,Masters,White or Caucasian,115.5,36-40
621,6/21/2022,21:27,0:01:33,Database Developer,Yes,41k-65k,Education,SQL,Neutral,Very happy,Very happy,Very happy,Very happy,7.0,Difficult,Better Salary,Female,United States,Masters,White or Caucasian,53.0,26-30
622,6/22/2022,6:10,0:01:24,Data Analyst,Yes,106k-125k,Finance,Python,Somewhat happy,Happy,Happy,Somewhat happy,Neutral,3.0,Easy,Good Work/Life Balance,Male,United States,Masters,White or Caucasian,115.5,41-45
623,6/22/2022,13:33,0:01:11,Student/Looking/None,No,0-40k,Tech,R,Extremely unhappy,Extremely unhappy,Extremely unhappy,Extremely unhappy,Extremely unhappy,0.0,Neither easy nor difficult,Good Culture,Female,Canada,Bachelors,Asian or Asian American,20.0,21-25
624,6/23/2022,6:28,0:01:20,Database Developer,Yes,0-40k,Telecommunication,Python,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Neutral,5.0,Easy,Better Salary,Male,Morocco,High School,Black or African American,20.0,66-70
625,6/23/2022,22:45,0:00:50,Data Analyst,Yes,125k-150k,Retail,R,Extremely happy,Somewhat happy,Happy,Happy,Somewhat happy,7.0,Easy,Better Salary,Male,United States,Bachelors,White or Caucasian,137.5,26-30
626,6/24/2022,7:45,0:03:12,Data Scientist Intern,No,0-40k,Manufacturing,R,Neutral,Happy,Very happy,Very happy,Neutral,6.0,Difficult,Better Salary,Male,United States,Bachelors,White or Caucasian,20.0,21-25
627,6/25/2022,9:41,0:04:43,Student/Looking/None,Yes,0-40k,Tech,Python,Very unhappy,Unhappy,Very unhappy,Unhappy,Very unhappy,2.0,Difficult,Better Salary,Male,Oman,Bachelors,Asian or Asian American,20.0,26-30
628,6/25/2022,19:06,0:02:17,Data Engineer,No,0-40k,Tech,Python,Happy,Happy,Happy,Happy,Neutral,3.0,Easy,Career Advancedment,Male,Costa Rica,Bachelors,Hispanic or Latino,20.0,21-25
629,6/26/2022,12:58,0:01:19,Data Analyst,No,41k-65k,Automotive,Python,Extremely happy,Very happy,Happy,Very happy,Happy,8.0,Easy,Remote Work,Male,United States,Bachelors,Asian or Asian American,53.0,21-25
